"job_group","badge","company_name","title","deadline","address_main","address_total","experience","education","employment_type","salary","tech_stack","createdAt","crawledAt","url","description"
"비서, 사무직, 서무, 총무, 교육행정 외                    수정일 24/11/20","인사·노무·HRD 지원 TOP100","(주)콘텐츠브릿지","경영지원팀 인사/총무 담당자 채용 (신입)","~ 12/20(금)","서울  강남구","서울  강남구","신입","초대졸↑","정규직","","비서, 사무직, 서무, 총무, 교육행정","2024-12-17T10:40:04.519Z","2024-12-17T10:40:04.519Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49438256&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"영업관리, 영업지원, 영업직, 영업MD, 건강식품판매 외                    수정일 24/12/16","마케팅·홍보·조사 지원 TOP100","(주)에치와이","2025년 상반기 (주)hy 채용연계형 인턴 모집","~ 12/26(목)","서울  서초구","서울  서초구","신입·경력","대졸↑","인턴직","","영업관리, 영업지원, 영업직, 영업MD, 건강식품판매","2024-12-17T10:40:04.519Z","2024-12-17T10:40:04.519Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49584621&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, 머신러닝, 네트워크 외                    수정일 24/11/27","평균연봉 상위 10%","(주)마이크로인피니티","㈜마이크로인피니티 대전사업장 정규직 사원 모집","~ 12/31(화)","대전  유성구","대전  유성구","신입·경력","대졸↑","정규직·전문연구요원","","Python, C++, Java, 머신러닝, 네트워크","2024-12-17T10:40:04.520Z","2024-12-17T10:40:04.520Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49210192&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 딥러닝, 머신러닝, 알고리즘, AI(인공지능) 외                    수정일 24/12/16","IT개발·데이터 스크랩 TOP100","(주)알엠에쓰플렛폼","데이터 사이언티스트 신입 및 경력 모집","~ 01/15(수)","서울  마포구","서울  마포구","신입·경력","학력무관","정규직","","Python, 딥러닝, 머신러닝, 알고리즘, AI(인공지능)","2024-12-17T10:40:04.520Z","2024-12-17T10:40:04.520Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49593405&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 웹개발, 백엔드/서버개발, 퍼블리셔, 프론트엔드 외                    등록일 24/12/16","취업축하금","(주)에이오팜","AI농산물 검사 시스템 소프트웨어 개발Ⅱ 담당자 채용","~ 01/16(목)","경기전체","경기전체","신입·경력","학력무관","정규직","","Python, 웹개발, 백엔드/서버개발, 퍼블리셔, 프론트엔드","2024-12-17T10:40:04.520Z","2024-12-17T10:40:04.520Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49599511&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 게임개발, 모델링, 게임디자인, 모바일디자인 외                    수정일 24/12/16","디자인 스크랩 급상승","(주)네오플","[네오플] 게임그래픽 직군 분야별 모집 (근무지 : 서울)","~ 01/14(화)","서울  강남구","서울  강남구","경력무관","학력무관","정규직","","Python, 게임개발, 모델링, 게임디자인, 모바일디자인","2024-12-17T10:40:04.521Z","2024-12-17T10:40:04.521Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409825&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, 솔루션, Linux, 게임개발 외                    수정일 24/12/16","IT개발·데이터 스크랩 급상승","(주)네오플","[네오플] 프로그래밍/기술지원 직군 분야별 모집(근무지:서울)","~ 01/14(화)","서울  강남구","서울  강남구","신입·경력","학력무관","정규직","","Python, C++, 솔루션, Linux, 게임개발","2024-12-17T10:40:04.521Z","2024-12-17T10:40:04.521Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49409848&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가 외                    등록일 24/10/21","IT개발·데이터 스크랩 급상승","서울대학교병원","서울대학교병원 AI/데이터사이언스 연구원 및 대학원생 채용","~ 12/20(금)","서울  종로구","서울  종로구","경력무관","대졸↑","계약직","","Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가","2024-12-17T10:40:04.522Z","2024-12-17T10:40:04.522Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49233336&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, AWS, 빅데이터, 웹개발, 백엔드/서버개발 외                    수정일 24/12/13","취업축하금","(주)사람인","[사람인] 데이터 엔지니어 (전환형인턴)","~ 12/22(일)","서울전체","서울전체","신입·경력","학력무관","정규직","","Python, AWS, 빅데이터, 웹개발, 백엔드/서버개발","2024-12-17T10:40:04.522Z","2024-12-17T10:40:04.522Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49521591&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 데이터분석가, 데이터엔지니어, EDA                    수정일 24/12/16","인기있는","네이버클라우드(주)","[네이버] NAVER Cloud Multimodal LLM 모델 개발(체험형 인턴)","~ 12/30(월)","경기  성남시 분당구","경기  성남시 분당구","신입","대졸↑","인턴직","","Python, 데이터분석가, 데이터엔지니어, EDA","2024-12-17T10:40:04.522Z","2024-12-17T10:40:04.522Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49592166&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, AWS, Linux 외                    수정일 24/12/16","기획·전략 조회 급상승","에이엠(주)","에이엠㈜ 신입/경력 채용 모집","~ 12/21(토)","경기  과천시","경기  과천시","신입·경력","대졸↑","정규직","","Python, C++, Java, AWS, Linux","2024-12-17T10:40:04.523Z","2024-12-17T10:40:04.523Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49452884&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, Java, 딥러닝, 머신러닝, 게임개발 외                    수정일 24/11/06","마케팅·홍보·조사 지원 TOP100","(주)엔씨소프트","엔씨소프트 전 부문 수시 채용","~ 05/14(수)","경기  성남시 분당구","경기  성남시 분당구","신입·경력","학력무관","정규직","","Python, Java, 딥러닝, 머신러닝, 게임개발","2024-12-17T10:40:04.523Z","2024-12-17T10:40:04.523Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48103965&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, AWS, 솔루션 외                    수정일 24/03/12","기획·전략 지원 TOP100","현대오토에버(주)","차량SW · ICT · 경영지원 부문 채용","상시채용","서울  강남구","서울  강남구","경력","학력무관","정규직·계약직","","Python, C++, Java, AWS, 솔루션","2024-12-17T10:40:04.523Z","2024-12-17T10:40:04.523Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47669139&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, AWS, 솔루션, 머신러닝, AI(인공지능) 외                    수정일 24/12/17","미디어·문화·스포츠 지원 급상승","(주)폴리인스퍼레이션","폴리인스퍼레이션 채용 (캠퍼스지원,마케팅,R&D,IT,출판)","~ 01/04(토)","서울  송파구","서울  송파구","신입·경력","학력무관","정규직","","Python, AWS, 솔루션, 머신러닝, AI(인공지능)","2024-12-17T10:40:04.524Z","2024-12-17T10:40:04.524Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49528382&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, 머신러닝, Linux, 앱개발 외                    수정일 24/12/17","미디어·문화·스포츠 스크랩 급상승","(주)디알젬","본사 각 부문별 채용","~ 12/22(일)","경기  광명시","경기  광명시","신입·경력","초대졸↑","정규직","","Python, C++, 머신러닝, Linux, 앱개발","2024-12-17T10:40:04.524Z","2024-12-17T10:40:04.524Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49527658&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, 솔루션, Linux 외                    수정일 24/12/05","기획·전략 스크랩 급상승","(주)위즈코리아","㈜위즈코리아/㈜위즈COK SE(시스템 엔지니어), PM 채용","~ 12/31(화)","서울  강서구","서울  강서구","신입·경력","학력무관","정규직·병역특례","","Python, C++, Java, 솔루션, Linux","2024-12-17T10:40:04.525Z","2024-12-17T10:40:04.525Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49536432&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, Linux, 백엔드/서버개발 외                    수정일 24/12/11","생산 지원 급상승","(주)우리기술","원자력 HW개발/SW개발/철도사업엔지니어/구매생산 분야 채용 모집","~ 12/31(화)","서울  마포구","서울  마포구","신입·경력","대졸↑","정규직","","Python, C++, Java, Linux, 백엔드/서버개발","2024-12-17T10:40:04.525Z","2024-12-17T10:40:04.525Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523729&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 솔루션, 기술지원, SE(시스템엔지니어), SI개발 외                    수정일 24/12/09","공공·복지 지원 TOP100","(주)테크웨이즈","[㈜테크웨이즈] 각 부문별 신입·경력사원 모집","~ 12/28(토)","경기  용인시 수지구","경기  용인시 수지구","신입·경력","고졸↑","정규직","","Python, 솔루션, 기술지원, SE(시스템엔지니어), SI개발","2024-12-17T10:40:04.525Z","2024-12-17T10:40:04.525Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49553501&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, AWS, 솔루션 외                    수정일 24/12/12","기획·전략 지원 급상승","(주)에스티에이테스팅컨설팅","[ISTQB 교육/자격시험 지원]SW 테스트 엔지니어 모집","~ 12/24(화)","서울  중구","서울  중구","신입·경력","초대졸↑","정규직","","Python, C++, Java, AWS, 솔루션","2024-12-17T10:40:04.526Z","2024-12-17T10:40:04.526Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49578003&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, 빅데이터, DBA, 클라우드 외                    수정일 24/12/09","평균연봉 상위 10%","(주)연합인포맥스","연합인포맥스 금융공학연구소 신입/경력 사원 모집","~ 12/19(목)","서울  종로구","서울  종로구","신입·경력","대졸↑","정규직","","Python, C++, 빅데이터, DBA, 클라우드","2024-12-17T10:40:04.526Z","2024-12-17T10:40:04.526Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49553973&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, Java, 솔루션, 빅데이터, 웹개발 외                    수정일 24/12/03","인기있는","(주)더존비즈온","종합병원 EMR 개발 /기획(부산) 채용공고","~ 12/22(일)","부산  해운대구","부산  해운대구","경력","학력무관","정규직","","Python, Java, 솔루션, 빅데이터, 웹개발","2024-12-17T10:40:04.527Z","2024-12-17T10:40:04.527Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49392676&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, Java, 솔루션, 웹개발, 데이터분석가 외                    등록일 24/11/25","IT개발·데이터 지원 급상승","(주)더캐리","2024년 (주)더캐리 IT인력(정보혁신부) 전 부문 공개채용","~ 12/31(화)","서울  강남구","서울  강남구","경력무관","대졸↑","정규직","","Python, Java, 솔루션, 웹개발, 데이터분석가","2024-12-17T10:40:04.527Z","2024-12-17T10:40:04.527Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49465265&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, Java, 솔루션, 빅데이터, 백엔드/서버개발 외                    등록일 24/12/16","급성장중","(주)커넥트웨이브","[커넥트웨이브] Consumer Commerce CTO - 프론트엔드개발 채용","~ 01/31(금)","서울  금천구","서울  금천구","경력무관","학력무관","정규직","","Python, Java, 솔루션, 빅데이터, 백엔드/서버개발","2024-12-17T10:40:04.527Z","2024-12-17T10:40:04.527Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49599960&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Linux, 웹개발, 앱개발 외                    등록일 24/12/16","평균연봉 상위 10%","로데슈바르즈코리아(주)","로데슈바르즈코리아 R&D 소프트웨어 개발자 신입/경력직(서울)","채용시","서울  강남구","서울  강남구","신입·경력","대졸↑","정규직","","Python, C++, Linux, 웹개발, 앱개발","2024-12-17T10:40:04.528Z","2024-12-17T10:40:04.528Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49599378&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, Java, 솔루션, 빅데이터, 백엔드/서버개발 외                    등록일 24/12/16","인기있는","(주)커넥트웨이브","[커넥트웨이브] Consumer Commerce CTO - 백엔드개발 채용","~ 01/31(금)","서울  금천구","서울  금천구","경력무관","학력무관","정규직","","Python, Java, 솔루션, 빅데이터, 백엔드/서버개발","2024-12-17T10:40:04.528Z","2024-12-17T10:40:04.528Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49599936&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, H/W, S/W, 연구원, 기술연구 외                    수정일 24/11/14","생산 지원 급상승","㈜엘오티베큠","[오산/세마역10분]반도체장비회사 연구소 분야별 신입/경력 채용","~ 01/13(월)","경기  오산시","경기  오산시","신입·경력","대졸↑","정규직","","Python, H/W, S/W, 연구원, 기술연구","2024-12-17T10:40:04.529Z","2024-12-17T10:40:04.529Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49404038&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, 딥러닝, 솔루션, 알고리즘개발 외                    수정일 24/12/02","인기있는","(주)엠플러스","SW개발팀 신입 채용","~ 12/31(화)","경기  수원시 권선구","경기  수원시 권선구","신입","대졸↑","정규직","","Python, C++, 딥러닝, 솔루션, 알고리즘개발","2024-12-17T10:40:04.529Z","2024-12-17T10:40:04.529Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49509845&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, AWS, 머신러닝, 빅데이터, 데이터분석가 외                    수정일 24/11/13","기획·전략 지원 급상승","넛지헬스케어(주)","[캐시워크] 데이터분석 담당 채용전환형 인턴","~ 01/06(월)","서울  강남구","서울  강남구","신입","대졸↑","인턴직","","Python, AWS, 머신러닝, 빅데이터, 데이터분석가","2024-12-17T10:40:04.529Z","2024-12-17T10:40:04.529Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49356995&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, Java, AWS, 솔루션, 웹개발 외                    등록일 24/12/04","IT개발·데이터 지원 급상승","넛지헬스케어(주)","[넛지헬스케어] 백엔드개발 채용전환형 인턴","~ 02/02(일)","서울  강남구","서울  강남구","신입","학력무관","인턴직","","Python, Java, AWS, 솔루션, 웹개발","2024-12-17T10:40:04.530Z","2024-12-17T10:40:04.530Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523378&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 솔루션, 웹개발, 백엔드/서버개발, 유지보수 외                    등록일 24/12/16","인기있는","(주)엔이에스","엔이에스 웹 개발자 인재 채용(주5일 근무)","~ 01/15(수)","충북  청주시 청원구","충북  청주시 청원구","경력","학력무관","정규직","","Python, 솔루션, 웹개발, 백엔드/서버개발, 유지보수","2024-12-17T10:40:04.530Z","2024-12-17T10:40:04.530Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49593508&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 머신러닝, 모델링, Matlab, 자료조사 외                    수정일 24/12/10","건설·건축 지원 급상승","한국해양과학기술원","2025년 상반기 연수연구원 공개채용","~ 12/19(목)","경남  거제시","경남  거제시","경력무관","석사↑","기간제·계약직","","Python, 머신러닝, 모델링, Matlab, 자료조사","2024-12-17T10:40:04.531Z","2024-12-17T10:40:04.531Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49539026&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 빅데이터, 데이터분석가, 데이터엔지니어, SI개발 외                    수정일 24/12/12","고객상담·TM 지원 TOP100","(주)씨아이템프러리","[CI] 현대캐피탈 금융기획팀 (데이터분석/지계수 분석) 채용","~ 01/11(토)","서울  중구","서울  중구","경력무관","학력무관","계약직","3,344 만원","Python, 빅데이터, 데이터분석가, 데이터엔지니어, SI개발","2024-12-17T10:40:04.531Z","2024-12-17T10:40:04.531Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49574734&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, 딥러닝, AWS, 머신러닝 외                    수정일 24/12/11","IT개발·데이터 지원 급상승","(주)에이아이매틱스","연구개발(알고리즘개발 /소프트웨어개발) 담당자 채용","~ 01/10(금)","경기  성남시 분당구","경기  성남시 분당구","신입·경력","초대졸↑","정규직","","Python, C++, 딥러닝, AWS, 머신러닝","2024-12-17T10:40:04.531Z","2024-12-17T10:40:04.531Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568758&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, AWS, Linux 외                    수정일 24/12/16","상품기획·MD 지원 TOP100","(주)플그림","2024 하반기 개발직군 경력직 채용[AA]","~ 12/31(화)","서울  성동구","서울  성동구","경력","대졸↑","정규직","","Python, C++, Java, AWS, Linux","2024-12-17T10:40:04.532Z","2024-12-17T10:40:04.532Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432172&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, 솔루션, 머신러닝 외                    수정일 24/12/12","기획·전략 스크랩 급상승","(주)피아이이","㈜피아이이 하반기 경력사원 공개채용","~ 12/31(화)","경기  화성시","경기  화성시","경력","초대졸↑","정규직·계약직","","Python, C++, Java, 솔루션, 머신러닝","2024-12-17T10:40:04.532Z","2024-12-17T10:40:04.532Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49491376&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, Linux, 빅데이터 외                    수정일 24/12/02","기획·전략 지원 TOP100","(주)헥토이노베이션","헥토이노베이션 직군별 인재 모집","~ 12/31(화)","서울  강남구","서울  강남구","신입·경력","초대졸↑","정규직","","Python, C++, Java, Linux, 빅데이터","2024-12-17T10:40:04.533Z","2024-12-17T10:40:04.533Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49506813&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, 솔루션, Linux, 기술지원 외                    수정일 24/12/04","IT개발·데이터 스크랩 급상승","(주)지란지교시큐리티","지란지교시큐리티 각 부문별 인재 채용","오늘마감","경기  성남시 수정구","경기  성남시 수정구","신입·경력","학력무관","정규직","","Python, C++, 솔루션, Linux, 기술지원","2024-12-17T10:40:04.533Z","2024-12-17T10:40:04.533Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49520868&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, 머신러닝, 모델링, AI(인공지능), SAS 외                    수정일 24/12/11","기획·전략 지원 TOP100","롯데손해보험(주)","신입사원 채용공고(데이터모델링)","~ 12/19(목)","서울  중구","서울  중구","신입","대졸↑","정규직","","Python, 머신러닝, 모델링, AI(인공지능), SAS","2024-12-17T10:40:04.534Z","2024-12-17T10:40:04.534Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49567680&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, Linux, 빅데이터 외                    등록일 24/12/16","연봉상승률 15% 이상","(주)프람트테크놀로지","[프람트테크놀로지] 소프트웨어 개발분야 계약직 사원모집","~ 01/15(수)","서울  강남구","서울  강남구","경력무관","대졸↑","계약직","","Python, C++, Java, Linux, 빅데이터","2024-12-17T10:40:04.534Z","2024-12-17T10:40:04.534Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49598747&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=9418c733-81ad-4289-9c35-a878b66990a3",""
"Python, C++, Java, Linux, 빅데이터 외                    등록일 24/12/16","연봉상승률 15% 이상","(주)프람트테크놀로지","[프람트테크놀로지] 소프트웨어 개발분야 정규직 신입사원 채용","~ 01/15(수)","서울  강남구","서울  강남구","신입","대졸↑","정규직·계약직","","Python, C++, Java, Linux, 빅데이터","2024-12-17T10:40:07.847Z","2024-12-17T10:40:07.847Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49598677&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, Java, 솔루션, 머신러닝, 빅데이터 외                    등록일 24/12/17","오늘 뜬","(주)앰진","(주)앰진 IT 백엔드 신입·경력 채용공고","~ 12/23(월)","서울  송파구","서울  송파구","신입·경력","대졸↑","정규직","","Python, Java, 솔루션, 머신러닝, 빅데이터","2024-12-17T10:40:07.848Z","2024-12-17T10:40:07.848Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49601894&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, Java, 웹개발, 백엔드/서버개발 외                    등록일 24/12/06","IT개발·데이터 지원 TOP100","알디에스(주)","알디에스(오뚜기IT자회사) IT (웹)운영개발 사원모집","~ 12/22(일)","서울  강남구","서울  강남구","신입","대졸↑","정규직","3,800 만원","Python, C++, Java, 웹개발, 백엔드/서버개발","2024-12-17T10:40:07.849Z","2024-12-17T10:40:07.849Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540716&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
"Python, C++, 딥러닝, 머신러닝, Linux 외                    등록일 24/12/02","IT개발·데이터 스크랩 급상승","㈜리버트론","[정규직] 소프트웨어 개발","~ 12/31(화)","서울  영등포구","서울  영등포구","경력무관","대졸↑","정규직","","Python, C++, 딥러닝, 머신러닝, Linux","2024-12-17T10:40:07.850Z","2024-12-17T10:40:07.850Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505366&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=043a9b3c-f736-4ed5-bdd7-e32193d2e6c5",""
